State,County,Year,AgeGroup_Zero,Population,Total_male,Total_female,male_percentage
AL,Autauga ,2015,0,54864,26728,28136,48.71682706
AL,Autauga ,2016,0,55243,26970,28273,48.82066506
AL,Autauga ,2017,0,55390,27010,28380,48.76331468
AL,Autauga ,2018,0,55533,27006,28527,48.630544
AL,Autauga ,2019,0,55869,27092,28777,48.49200809
AL,Baldwin ,2015,0,202939,98892,104047,48.72991392
AL,Baldwin ,2016,0,207601,100969,106632,48.63608557
AL,Baldwin ,2017,0,212521,103218,109303,48.56837677
AL,Baldwin ,2018,0,217855,105702,112153,48.51942806
AL,Baldwin ,2019,0,223234,108247,114987,48.49037333
AL,Barbour ,2015,0,26283,13971,12312,53.15603242
AL,Barbour ,2016,0,25806,13626,12180,52.80167403
AL,Barbour ,2017,0,25157,13230,11927,52.58973646
AL,Barbour ,2018,0,24872,13148,11724,52.8626568
AL,Barbour ,2019,0,24686,13064,11622,52.92068379
AL,Bibb ,2015,0,22566,12109,10457,53.66037401
AL,Bibb ,2016,0,22586,12070,10516,53.44018418
AL,Bibb ,2017,0,22550,12056,10494,53.46341463
AL,Bibb ,2018,0,22367,11900,10467,53.20337998
AL,Bibb ,2019,0,22394,11929,10465,53.2687327
AL,Blount ,2015,0,57526,28348,29178,49.27858707
AL,Blount ,2016,0,57494,28287,29207,49.19991651
AL,Blount ,2017,0,57787,28449,29338,49.23079585
AL,Blount ,2018,0,57771,28435,29336,49.22019698
AL,Blount ,2019,0,57826,28472,29354,49.23736727
AL,Bullock ,2015,0,10400,5642,4758,54.25
AL,Bullock ,2016,0,10389,5653,4736,54.41332178
AL,Bullock ,2017,0,10176,5514,4662,54.18632075
AL,Bullock ,2018,0,10174,5535,4639,54.40338117
AL,Bullock ,2019,0,10101,5508,4593,54.52925453
AL,Butler ,2015,0,20162,9396,10766,46.60251959
AL,Butler ,2016,0,20012,9310,10702,46.52208675
AL,Butler ,2017,0,19888,9289,10599,46.70655672
AL,Butler ,2018,0,19631,9140,10491,46.5590138
AL,Butler ,2019,0,19448,9024,10424,46.40065817
AL,Calhoun ,2015,0,115469,55532,59937,48.09256164
AL,Calhoun ,2016,0,114973,55284,59689,48.08433284
AL,Calhoun ,2017,0,114710,55146,59564,48.07427426
AL,Calhoun ,2018,0,114331,54941,59390,48.05433347
AL,Calhoun ,2019,0,113605,54481,59124,47.956516
AL,Chambers ,2015,0,33996,16352,17644,48.09977644
AL,Chambers ,2016,0,33745,16183,17562,47.95673433
AL,Chambers ,2017,0,33707,16152,17555,47.91882992
AL,Chambers ,2018,0,33600,16087,17513,47.87797619
AL,Chambers ,2019,0,33254,15895,17359,47.79876105
AL,Cherokee ,2015,0,25732,12793,12939,49.71630654
AL,Cherokee ,2016,0,25768,12790,12978,49.63520646
AL,Cherokee ,2017,0,25805,12821,12984,49.68416973
AL,Cherokee ,2018,0,26014,12879,13135,49.50795725
AL,Cherokee ,2019,0,26196,12926,13270,49.34341121
AL,Chilton ,2015,0,43700,21534,22166,49.27688787
AL,Chilton ,2016,0,43866,21537,22329,49.09725072
AL,Chilton ,2017,0,44120,21700,22420,49.18404352
AL,Chilton ,2018,0,44163,21684,22479,49.09992528
AL,Chilton ,2019,0,44428,21800,22628,49.06815522
AL,Choctaw ,2015,0,13231,6293,6938,47.56254251
AL,Choctaw ,2016,0,13045,6204,6841,47.55845151
AL,Choctaw ,2017,0,12925,6131,6794,47.43520309
AL,Choctaw ,2018,0,12833,6067,6766,47.27655264
AL,Choctaw ,2019,0,12589,5938,6651,47.16816268
AL,Clarke ,2015,0,24698,11672,13026,47.25888736
AL,Clarke ,2016,0,24340,11509,12831,47.28430567
AL,Clarke ,2017,0,24063,11345,12718,47.14707227
AL,Clarke ,2018,0,23918,11313,12605,47.29910528
AL,Clarke ,2019,0,23622,11153,12469,47.2144611
AL,Clay ,2015,0,13415,6599,6816,49.19120388
AL,Clay ,2016,0,13393,6558,6835,48.9658777
AL,Clay ,2017,0,13350,6537,6813,48.96629213
AL,Clay ,2018,0,13294,6486,6808,48.78892734
AL,Clay ,2019,0,13235,6447,6788,48.71174915
AL,Cleburne ,2015,0,14914,7361,7553,49.35630951
AL,Cleburne ,2016,0,14848,7376,7472,49.67672414
AL,Cleburne ,2017,0,14899,7365,7534,49.43284784
AL,Cleburne ,2018,0,15010,7410,7600,49.36708861
AL,Cleburne ,2019,0,14910,7340,7570,49.22870557
AL,Coffee ,2015,0,50963,25280,25683,49.60461511
AL,Coffee ,2016,0,51202,25263,25939,49.33986954
AL,Coffee ,2017,0,51853,25525,26328,49.22569572
AL,Coffee ,2018,0,51950,25525,26425,49.13378248
AL,Coffee ,2019,0,52342,25742,26600,49.18039051
AL,Colbert ,2015,0,54417,26104,28313,47.9703034
AL,Colbert ,2016,0,54497,26226,28271,48.12374993
AL,Colbert ,2017,0,54695,26217,28478,47.93308346
AL,Colbert ,2018,0,55004,26331,28673,47.87106392
AL,Colbert ,2019,0,55241,26408,28833,47.80507232
AL,Conecuh ,2015,0,12678,6097,6581,48.09118157
AL,Conecuh ,2016,0,12500,5987,6513,47.896
AL,Conecuh ,2017,0,12431,5954,6477,47.89638806
AL,Conecuh ,2018,0,12292,5877,6415,47.81158477
AL,Conecuh ,2019,0,12067,5758,6309,47.7169139
AL,Coosa ,2015,0,10934,5495,5439,50.25608195
AL,Coosa ,2016,0,10819,5471,5348,50.5684444
AL,Coosa ,2017,0,10724,5369,5355,50.06527415
AL,Coosa ,2018,0,10643,5333,5310,50.10805224
AL,Coosa ,2019,0,10663,5335,5328,50.03282378
AL,Covington ,2015,0,37556,18116,19440,48.23729897
AL,Covington ,2016,0,37382,18040,19342,48.25852014
AL,Covington ,2017,0,37062,17865,19197,48.20301117
AL,Covington ,2018,0,36953,17874,19079,48.36955051
AL,Covington ,2019,0,37049,17927,19122,48.38727091
AL,Crenshaw ,2015,0,13850,6764,7086,48.83754513
AL,Crenshaw ,2016,0,13916,6773,7143,48.670595
AL,Crenshaw ,2017,0,13858,6694,7164,48.3042286
AL,Crenshaw ,2018,0,13825,6665,7160,48.20976492
AL,Crenshaw ,2019,0,13772,6685,7087,48.54051699
AL,Cullman ,2015,0,81761,40432,41329,49.45144996
AL,Cullman ,2016,0,82450,40709,41741,49.37416616
AL,Cullman ,2017,0,82867,40936,41931,49.39964039
AL,Cullman ,2018,0,83418,41225,42193,49.41978949
AL,Cullman ,2019,0,83768,41408,42360,49.43176392
AL,Dale ,2015,0,49365,24368,24997,49.36290894
AL,Dale ,2016,0,49362,24368,24994,49.365909
AL,Dale ,2017,0,49342,24342,25000,49.33322524
AL,Dale ,2018,0,49143,24156,24987,49.15450827
AL,Dale ,2019,0,49172,24214,24958,49.24347189
AL,Dallas ,2015,0,40936,18900,22036,46.16963064
AL,Dallas ,2016,0,40080,18507,21573,46.1751497
AL,Dallas ,2017,0,39238,18120,21118,46.17972374
AL,Dallas ,2018,0,38294,17691,20603,46.19783778
AL,Dallas ,2019,0,37196,17178,20018,46.1823852
AL,DeKalb ,2015,0,71087,35200,35887,49.51678929
AL,DeKalb ,2016,0,71104,35246,35858,49.56964446
AL,DeKalb ,2017,0,71437,35486,35951,49.6745384
AL,DeKalb ,2018,0,71407,35455,35952,49.6519949
AL,DeKalb ,2019,0,71513,35577,35936,49.74899669
AL,Elmore ,2015,0,80872,39202,41670,48.47413196
AL,Elmore ,2016,0,81204,39366,41838,48.47790749
AL,Elmore ,2017,0,81422,39433,41989,48.43039965
AL,Elmore ,2018,0,81011,39083,41928,48.24406562
AL,Elmore ,2019,0,81209,39236,41973,48.31484195
AL,Escambia ,2015,0,37661,19340,18321,51.35285839
AL,Escambia ,2016,0,37475,19308,18167,51.52234823
AL,Escambia ,2017,0,36993,18749,18244,50.68256157
AL,Escambia ,2018,0,36524,18407,18117,50.39699923
AL,Escambia ,2019,0,36633,18425,18208,50.29618104
AL,Etowah ,2015,0,102998,49781,53217,48.33200645
AL,Etowah ,2016,0,102855,49743,53112,48.36225755
AL,Etowah ,2017,0,103007,49812,53195,48.35787859
AL,Etowah ,2018,0,102611,49677,52934,48.41293818
AL,Etowah ,2019,0,102268,49496,52772,48.39832597
AL,Fayette ,2015,0,16696,8255,8441,49.44298035
AL,Fayette ,2016,0,16563,8168,8395,49.31473767
AL,Fayette ,2017,0,16466,8047,8419,48.87039961
AL,Fayette ,2018,0,16445,8016,8429,48.74429918
AL,Fayette ,2019,0,16302,7937,8365,48.68727763
AL,Franklin ,2015,0,31515,15826,15689,50.21735681
AL,Franklin ,2016,0,31611,15831,15780,50.08066812
AL,Franklin ,2017,0,31542,15826,15716,50.17437068
AL,Franklin ,2018,0,31298,15745,15553,50.30672886
AL,Franklin ,2019,0,31362,15782,15580,50.32204579
AL,Geneva ,2015,0,26631,13056,13575,49.0255717
AL,Geneva ,2016,0,26494,12942,13552,48.84879595
AL,Geneva ,2017,0,26385,12874,13511,48.79287474
AL,Geneva ,2018,0,26306,12839,13467,48.80635596
AL,Geneva ,2019,0,26271,12827,13444,48.82570134
AL,Greene ,2015,0,8508,4016,4492,47.20263282
AL,Greene ,2016,0,8482,4016,4466,47.34732374
AL,Greene ,2017,0,8310,3937,4373,47.37665463
AL,Greene ,2018,0,8209,3878,4331,47.24083323
AL,Greene ,2019,0,8111,3829,4282,47.20749599
AL,Hale ,2015,0,15015,7094,7921,47.24608725
AL,Hale ,2016,0,14828,6996,7832,47.1810089
AL,Hale ,2017,0,14801,7026,7775,47.46976556
AL,Hale ,2018,0,14749,7008,7741,47.51508577
AL,Hale ,2019,0,14651,6950,7701,47.43703501
AL,Henry ,2015,0,17101,8283,8818,48.43576399
AL,Henry ,2016,0,17072,8278,8794,48.48875351
AL,Henry ,2017,0,17115,8295,8820,48.46625767
AL,Henry ,2018,0,17173,8301,8872,48.33750655
AL,Henry ,2019,0,17205,8309,8896,48.29410055
AL,Houston ,2015,0,104260,50037,54223,47.9925187
AL,Houston ,2016,0,104218,50012,54206,47.98787158
AL,Houston ,2017,0,104378,50115,54263,48.01299124
AL,Houston ,2018,0,104770,50328,54442,48.03665171
AL,Houston ,2019,0,105882,50628,55254,47.81549272
AL,Jackson ,2015,0,52195,25682,26513,49.20394674
AL,Jackson ,2016,0,51988,25589,26399,49.22097407
AL,Jackson ,2017,0,51828,25450,26378,49.10473103
AL,Jackson ,2018,0,51621,25335,26286,49.07886325
AL,Jackson ,2019,0,51626,25367,26259,49.13609422
AL,Jefferson ,2015,0,660455,312541,347914,47.32207342
AL,Jefferson ,2016,0,660343,312797,347546,47.36886739
AL,Jefferson ,2017,0,659599,311867,347732,47.28130273
AL,Jefferson ,2018,0,659429,311656,347773,47.26149441
AL,Jefferson ,2019,0,658573,311232,347341,47.25854233
AL,Lamar ,2015,0,13927,6819,7108,48.96244705
AL,Lamar ,2016,0,13928,6796,7132,48.79379667
AL,Lamar ,2017,0,13882,6777,7105,48.81861403
AL,Lamar ,2018,0,13882,6781,7101,48.84742832
AL,Lamar ,2019,0,13805,6760,7045,48.9677653
AL,Lauderdale ,2015,0,92459,44237,48222,47.84499075
AL,Lauderdale ,2016,0,92425,44204,48221,47.82688666
AL,Lauderdale ,2017,0,92564,44338,48226,47.89983147
AL,Lauderdale ,2018,0,92604,44465,48139,48.01628439
AL,Lauderdale ,2019,0,92729,44490,48239,47.97851805
AL,Lawrence ,2015,0,33135,16139,16996,48.70680549
AL,Lawrence ,2016,0,33227,16204,17023,48.76756854
AL,Lawrence ,2017,0,33063,16121,16942,48.75843087
AL,Lawrence ,2018,0,32941,16053,16888,48.7325825
AL,Lawrence ,2019,0,32924,16034,16890,48.70003645
AL,Lee ,2015,0,156954,77512,79442,49.38517018
AL,Lee ,2016,0,159168,78469,80699,49.29948231
AL,Lee ,2017,0,161440,79543,81897,49.27093657
AL,Lee ,2018,0,163656,80429,83227,49.14515814
AL,Lee ,2019,0,164542,80840,83702,49.13031323
AL,Limestone ,2015,0,91565,45876,45689,50.10211325
AL,Limestone ,2016,0,92847,46496,46351,50.07808545
AL,Limestone ,2017,0,94130,47118,47012,50.05630511
AL,Limestone ,2018,0,96177,48099,48078,50.01091737
AL,Limestone ,2019,0,98915,49444,49471,49.98635192
AL,Lowndes ,2015,0,10350,4910,5440,47.43961353
AL,Lowndes ,2016,0,10248,4846,5402,47.28727557
AL,Lowndes ,2017,0,10097,4768,5329,47.22194711
AL,Lowndes ,2018,0,9974,4678,5296,46.90194506
AL,Lowndes ,2019,0,9726,4570,5156,46.9874563
AL,Macon ,2015,0,19296,8874,10422,45.98880597
AL,Macon ,2016,0,19060,8710,10350,45.69779643
AL,Macon ,2017,0,18793,8604,10189,45.78300431
AL,Macon ,2018,0,18321,8347,9974,45.55974019
AL,Macon ,2019,0,18068,8218,9850,45.48372814
AL,Madison ,2015,0,352977,172493,180484,48.86805656
AL,Madison ,2016,0,356729,174200,182529,48.8325872
AL,Madison ,2017,0,361762,176697,185065,48.8434385
AL,Madison ,2018,0,367004,179277,187727,48.84878639
AL,Madison ,2019,0,372909,182366,190543,48.90361992
AL,Marengo ,2015,0,19766,9342,10424,47.26297683
AL,Marengo ,2016,0,19525,9219,10306,47.21638924
AL,Marengo ,2017,0,19396,9123,10273,47.03547123
AL,Marengo ,2018,0,19056,8956,10100,46.99832074
AL,Marengo ,2019,0,18863,8839,10024,46.85893018
AL,Marion ,2015,0,30119,14961,15158,49.67296391
AL,Marion ,2016,0,29960,14835,15125,49.51602136
AL,Marion ,2017,0,29792,14734,15058,49.45622986
AL,Marion ,2018,0,29750,14676,15074,49.33109244
AL,Marion ,2019,0,29709,14626,15083,49.2308728
AL,Marshall ,2015,0,94585,46561,48024,49.22662156
AL,Marshall ,2016,0,95113,46863,48250,49.27086728
AL,Marshall ,2017,0,95572,47089,48483,49.2707069
AL,Marshall ,2018,0,96170,47474,48696,49.36466674
AL,Marshall ,2019,0,96774,47717,49057,49.30766528
AL,Mobile ,2015,0,414462,198021,216441,47.77784212
AL,Mobile ,2016,0,414945,198101,216844,47.74150791
AL,Mobile ,2017,0,414045,197453,216592,47.68877779
AL,Mobile ,2018,0,413908,197039,216869,47.60454014
AL,Mobile ,2019,0,413210,196374,216836,47.52401926
AL,Monroe ,2015,0,21717,10381,11336,47.80126168
AL,Monroe ,2016,0,21548,10305,11243,47.82346389
AL,Monroe ,2017,0,21290,10151,11139,47.67966181
AL,Monroe ,2018,0,21062,10020,11042,47.57382965
AL,Monroe ,2019,0,20733,9869,10864,47.60044374
AL,Montgomery ,2015,0,227279,107658,119621,47.36821264
AL,Montgomery ,2016,0,227170,107437,119733,47.29365673
AL,Montgomery ,2017,0,227265,107170,120095,47.15640332
AL,Montgomery ,2018,0,226504,106731,119773,47.12102215
AL,Montgomery ,2019,0,226486,106394,120092,46.97597202
AL,Morgan ,2015,0,119257,58769,60488,49.27928759
AL,Morgan ,2016,0,119006,58586,60420,49.22945062
AL,Morgan ,2017,0,118918,58528,60390,49.21710759
AL,Morgan ,2018,0,119203,58713,60490,49.25463285
AL,Morgan ,2019,0,119679,58888,60791,49.20495659
AL,Perry ,2015,0,9640,4550,5090,47.19917012
AL,Perry ,2016,0,9532,4501,5031,47.21989089
AL,Perry ,2017,0,9302,4338,4964,46.63513223
AL,Perry ,2018,0,9070,4228,4842,46.61521499
AL,Perry ,2019,0,8923,4152,4771,46.53143562
AL,Pickens ,2015,0,20776,10476,10300,50.42356565
AL,Pickens ,2016,0,20325,10139,10186,49.88437884
AL,Pickens ,2017,0,20204,10089,10115,49.93565631
AL,Pickens ,2018,0,19980,9986,9994,49.97997998
AL,Pickens ,2019,0,19930,10014,9916,50.24586051
AL,Pike ,2015,0,33496,16080,17416,48.00573203
AL,Pike ,2016,0,33464,16094,17370,48.09347358
AL,Pike ,2017,0,33349,16093,17256,48.25631953
AL,Pike ,2018,0,33242,16031,17211,48.22513688
AL,Pike ,2019,0,33114,15919,17195,48.07332246
AL,Randolph ,2015,0,22594,10928,11666,48.36682305
AL,Randolph ,2016,0,22504,10912,11592,48.48915748
AL,Randolph ,2017,0,22687,11046,11641,48.68867633
AL,Randolph ,2018,0,22727,11087,11640,48.7833854
AL,Randolph ,2019,0,22722,11078,11644,48.75451105
AL,Russell ,2015,0,58844,28645,30199,48.67955951
AL,Russell ,2016,0,58185,28154,30031,48.38704133
AL,Russell ,2017,0,56985,27423,29562,48.12319031
AL,Russell ,2018,0,57784,27735,30049,47.99771563
AL,Russell ,2019,0,57961,27767,30194,47.90635082
AL,St. Clair ,2015,0,86546,43265,43281,49.99075636
AL,St. Clair ,2016,0,87306,43493,43813,49.81673654
AL,St. Clair ,2017,0,87926,43654,44272,49.64856811
AL,St. Clair ,2018,0,88654,44006,44648,49.6379182
AL,St. Clair ,2019,0,89512,44352,45160,49.54866387
AL,Shelby ,2015,0,208959,101366,107593,48.50999478
AL,Shelby ,2016,0,211282,102227,109055,48.38415009
AL,Shelby ,2017,0,213633,103308,110325,48.35769755
AL,Shelby ,2018,0,215583,104172,111411,48.32106428
AL,Shelby ,2019,0,217702,105203,112499,48.32431489
AL,Sumter ,2015,0,13206,6011,7195,45.51718916
AL,Sumter ,2016,0,12967,5925,7042,45.69291278
AL,Sumter ,2017,0,12749,5830,6919,45.72907679
AL,Sumter ,2018,0,12634,5766,6868,45.63875257
AL,Sumter ,2019,0,12427,5684,6743,45.73911644
AL,Talladega ,2015,0,81128,39260,41868,48.39266345
AL,Talladega ,2016,0,80552,38993,41559,48.40724004
AL,Talladega ,2017,0,80142,38742,41400,48.34169349
AL,Talladega ,2018,0,80137,38489,41648,48.02900034
AL,Talladega ,2019,0,79978,38479,41499,48.11198079
AL,Tallapoosa ,2015,0,40605,19739,20866,48.61223987
AL,Tallapoosa ,2016,0,40586,19746,20840,48.65224462
AL,Tallapoosa ,2017,0,40613,19774,20839,48.68884347
AL,Tallapoosa ,2018,0,40535,19691,20844,48.5777723
AL,Tallapoosa ,2019,0,40367,19562,20805,48.46037605
AL,Tuscaloosa ,2015,0,204767,98829,105938,48.26412459
AL,Tuscaloosa ,2016,0,206464,99549,106915,48.21615391
AL,Tuscaloosa ,2017,0,207618,100121,107497,48.22366076
AL,Tuscaloosa ,2018,0,208319,100406,107913,48.19819604
AL,Tuscaloosa ,2019,0,209355,100780,108575,48.13832963
AL,Walker ,2015,0,64931,31632,33299,48.71632964
AL,Walker ,2016,0,64533,31522,33011,48.84632669
AL,Walker ,2017,0,63895,31223,32672,48.86610846
AL,Walker ,2018,0,63669,31062,32607,48.78669368
AL,Walker ,2019,0,63521,30982,32539,48.77442106
AL,Washington ,2015,0,16832,8215,8617,48.80584601
AL,Washington ,2016,0,16621,8161,8460,49.10053547
AL,Washington ,2017,0,16522,8114,8408,49.11027721
AL,Washington ,2018,0,16402,8077,8325,49.24399463
AL,Washington ,2019,0,16326,8001,8325,49.00771775
AL,Wilcox ,2015,0,10896,5188,5708,47.61380323
AL,Wilcox ,2016,0,10844,5145,5699,47.44559203
AL,Wilcox ,2017,0,10691,5085,5606,47.56337106
AL,Wilcox ,2018,0,10599,5030,5569,47.45730729
AL,Wilcox ,2019,0,10373,4922,5451,47.45011086
AL,Winston ,2015,0,23930,11806,12124,49.33556206
AL,Winston ,2016,0,23907,11805,12102,49.37884302
AL,Winston ,2017,0,23760,11727,12033,49.35606061
AL,Winston ,2018,0,23693,11678,12015,49.28881948
AL,Winston ,2019,0,23629,11627,12002,49.20648356
AK,Aleutians East,2015,0,3373,2271,1102,67.32878743
AK,Aleutians East,2016,0,3363,2268,1095,67.43978591
AK,Aleutians East,2017,0,3455,2345,1110,67.87264834
AK,Aleutians East,2018,0,3395,2297,1098,67.65832106
AK,Aleutians East,2019,0,3337,2253,1084,67.51573269
AK,Aleutians West,2015,0,5781,3847,1934,66.54558035
AK,Aleutians West,2016,0,5705,3778,1927,66.22261174
AK,Aleutians West,2017,0,5729,3795,1934,66.24192704
AK,Aleutians West,2018,0,5640,3716,1924,65.88652482
AK,Aleutians West,2019,0,5634,3716,1918,65.95669152
AK,Anchorage,2015,0,297547,151980,145567,51.07764488
AK,Anchorage,2016,0,297249,151591,145658,50.99798485
AK,Anchorage,2017,0,294338,149817,144521,50.89964599
AK,Anchorage,2018,0,290521,147758,142763,50.85966247
AK,Anchorage,2019,0,288000,146468,141532,50.85694444
AK,Bethel,2015,0,17955,9304,8651,51.81843498
AK,Bethel,2016,0,18022,9341,8681,51.83109533
AK,Bethel,2017,0,18090,9369,8721,51.79104478
AK,Bethel,2018,0,18219,9399,8820,51.58900049
AK,Bethel,2019,0,18386,9485,8901,51.58816491
AK,Bristol Bay,2015,0,904,485,419,53.65044248
AK,Bristol Bay,2016,0,902,486,416,53.88026608
AK,Bristol Bay,2017,0,869,463,406,53.27963176
AK,Bristol Bay,2018,0,880,464,416,52.72727273
AK,Bristol Bay,2019,0,836,438,398,52.3923445
AK,Denali,2015,0,1933,1071,862,55.4061045
AK,Denali,2016,0,2055,1160,895,56.44768856
AK,Denali,2017,0,2084,1175,909,56.38195777
AK,Denali,2018,0,2032,1149,883,56.54527559
AK,Denali,2019,0,2097,1173,924,55.93705293
AK,Dillingham,2015,0,4988,2546,2442,51.042502
AK,Dillingham,2016,0,4970,2522,2448,50.7444668
AK,Dillingham,2017,0,4940,2500,2440,50.60728745
AK,Dillingham,2018,0,4991,2529,2462,50.67120817
AK,Dillingham,2019,0,4916,2493,2423,50.71196094
AK,Fairbanks North Star,2015,0,99636,53904,45732,54.10092738
AK,Fairbanks North Star,2016,0,100633,54573,46060,54.22972584
AK,Fairbanks North Star,2017,0,99675,53908,45767,54.08377226
AK,Fairbanks North Star,2018,0,98565,53144,45421,53.91771927
AK,Fairbanks North Star,2019,0,96849,52095,44754,53.78992039
AK,Haines,2015,0,2516,1237,1279,49.16534181
AK,Haines,2016,0,2531,1236,1295,48.83445279
AK,Haines,2017,0,2524,1227,1297,48.6133122
AK,Haines,2018,0,2488,1223,1265,49.15594855
AK,Haines,2019,0,2530,1261,1269,49.84189723
AK,Hoonah-Angoon,2015,0,2132,1122,1010,52.62664165
AK,Hoonah-Angoon,2016,0,2121,1115,1006,52.56954267
AK,Hoonah-Angoon,2017,0,2139,1137,1002,53.15568022
AK,Hoonah-Angoon,2018,0,2155,1149,1006,53.31786543
AK,Hoonah-Angoon,2019,0,2148,1143,1005,53.2122905
AK,Juneau City,2015,0,32615,16623,15992,50.96734631
AK,Juneau City,2016,0,32412,16538,15874,51.02431198
AK,Juneau City,2017,0,32098,16360,15738,50.96890772
AK,Juneau City,2018,0,32037,16307,15730,50.90052127
AK,Juneau City,2019,0,31974,16263,15711,50.86320135
AK,Kenai Peninsula,2015,0,58034,30397,27637,52.37791639
AK,Kenai Peninsula,2016,0,58458,30563,27895,52.28198023
AK,Kenai Peninsula,2017,0,58558,30540,28018,52.15342054
AK,Kenai Peninsula,2018,0,58561,30558,28003,52.18148597
AK,Kenai Peninsula,2019,0,58708,30623,28085,52.16154527
AK,Ketchikan Gateway,2015,0,13702,7050,6652,51.45234272
AK,Ketchikan Gateway,2016,0,13707,7051,6656,51.44086963
AK,Ketchikan Gateway,2017,0,13834,7091,6743,51.25777071
AK,Ketchikan Gateway,2018,0,13856,7084,6772,51.12586605
AK,Ketchikan Gateway,2019,0,13901,7108,6793,51.13301201
AK,Kodiak Island,2015,0,13767,7324,6443,53.1996804
AK,Kodiak Island,2016,0,13728,7268,6460,52.94289044
AK,Kodiak Island,2017,0,13512,7143,6369,52.86412078
AK,Kodiak Island,2018,0,13250,7021,6229,52.98867925
AK,Kodiak Island,2019,0,12998,6898,6100,53.06970303
AK,Kusilvak,2015,0,8194,4298,3896,52.4530144
AK,Kusilvak,2016,0,8181,4307,3874,52.64637575
AK,Kusilvak,2017,0,8236,4334,3902,52.62263235
AK,Kusilvak,2018,0,8323,4392,3931,52.7694341
AK,Kusilvak,2019,0,8314,4378,3936,52.65816695
AK,Lake Peninsula,2015,0,1595,825,770,51.72413793
AK,Lake Peninsula,2016,0,1600,818,782,51.125
AK,Lake Peninsula,2017,0,1612,835,777,51.79900744
AK,Lake Peninsula,2018,0,1596,817,779,51.19047619
AK,Lake Peninsula,2019,0,1592,813,779,51.0678392
AK,Matanuska-Susitna,2015,0,101062,52922,48140,52.36587441
AK,Matanuska-Susitna,2016,0,104119,54387,49732,52.23542293
AK,Matanuska-Susitna,2017,0,106232,55234,50998,51.99374953
AK,Matanuska-Susitna,2018,0,107115,55614,51501,51.91989917
AK,Matanuska-Susitna,2019,0,108317,56208,52109,51.89213143
AK,Nome,2015,0,9893,5239,4654,52.95663601
AK,Nome,2016,0,9966,5256,4710,52.73931367
AK,Nome,2017,0,10025,5302,4723,52.88778055
AK,Nome,2018,0,10053,5310,4743,52.82005372
AK,Nome,2019,0,10004,5267,4737,52.64894042
AK,North Slope,2015,0,9788,6064,3724,61.95341234
AK,North Slope,2016,0,9694,6054,3640,62.45100062
AK,North Slope,2017,0,9795,6076,3719,62.0316488
AK,North Slope,2018,0,9850,6110,3740,62.03045685
AK,North Slope,2019,0,9832,6131,3701,62.35760781
AK,Northwest Arctic,2015,0,7772,4185,3587,53.84714359
AK,Northwest Arctic,2016,0,7691,4159,3532,54.07619295
AK,Northwest Arctic,2017,0,7795,4199,3596,53.86786402
AK,Northwest Arctic,2018,0,7694,4140,3554,53.8081622
AK,Northwest Arctic,2019,0,7621,4099,3522,53.78559244
AK,Petersburg,2015,0,3253,1709,1544,52.5361205
AK,Petersburg,2016,0,3260,1722,1538,52.82208589
AK,Petersburg,2017,0,3264,1719,1545,52.66544118
AK,Petersburg,2018,0,3244,1696,1548,52.2811344
AK,Petersburg,2019,0,3266,1696,1570,51.92896509
AK,Prince of Wales-Hyder,2015,0,6508,3567,2941,54.80946527
AK,Prince of Wales-Hyder,2016,0,6519,3591,2928,55.08513576
AK,Prince of Wales-Hyder,2017,0,6444,3543,2901,54.98137803
AK,Prince of Wales-Hyder,2018,0,6360,3482,2878,54.74842767
AK,Prince of Wales-Hyder,2019,0,6203,3406,2797,54.90891504
AK,Sitka City,2015,0,8778,4467,4311,50.8885851
AK,Sitka City,2016,0,8736,4449,4287,50.9271978
AK,Sitka City,2017,0,8641,4405,4236,50.97789608
AK,Sitka City,2018,0,8554,4349,4205,50.84171148
AK,Sitka City,2019,0,8493,4329,4164,50.9713882
AK,Skagway,2015,0,1088,572,516,52.57352941
AK,Skagway,2016,0,1132,595,537,52.56183746
AK,Skagway,2017,0,1167,603,564,51.67095116
AK,Skagway,2018,0,1169,615,554,52.60906758
AK,Skagway,2019,0,1183,620,563,52.40912933
AK,Southeast Fairbanks,2015,0,6812,3783,3029,55.53435115
AK,Southeast Fairbanks,2016,0,6857,3790,3067,55.27198483
AK,Southeast Fairbanks,2017,0,6892,3822,3070,55.4556007
AK,Southeast Fairbanks,2018,0,6937,3819,3118,55.0526164
AK,Southeast Fairbanks,2019,0,6893,3793,3100,55.02683882
AK,Valdez-Cordova,2015,0,9319,4914,4405,52.73097972
AK,Valdez-Cordova,2016,0,9314,4898,4416,52.58750268
AK,Valdez-Cordova,2017,0,9220,4823,4397,52.31019523
AK,Valdez-Cordova,2018,0,9161,4818,4343,52.59251173
AK,Valdez-Cordova,2019,0,9202,4879,4323,53.02108237
AK,Wrangell City,2015,0,2453,1265,1188,51.56950673
AK,Wrangell City,2016,0,2496,1294,1202,51.84294872
AK,Wrangell City,2017,0,2521,1324,1197,52.51884173
AK,Wrangell City,2018,0,2538,1322,1216,52.08825847
AK,Wrangell City,2019,0,2502,1301,1201,51.99840128
AK,Yakutat City,2015,0,635,359,276,56.53543307
AK,Yakutat City,2016,0,612,341,271,55.71895425
AK,Yakutat City,2017,0,602,332,270,55.14950166
AK,Yakutat City,2018,0,596,334,262,56.04026846
AK,Yakutat City,2019,0,579,321,258,55.44041451
