State,County,Year,AgeGroup_20_45_percentage
AK,Aleutians,2015,42.7809072
AK,Aleutians,2016,43.82991377
AK,Aleutians,2017,43.73371925
AK,Aleutians,2018,43.65243004
AK,Aleutians,2019,42.94276296
AK,Aleutians,2015,43.26241135
AK,Aleutians,2016,43.3479404
AK,Aleutians,2017,43.04416128
AK,Aleutians,2018,43.04964539
AK,Aleutians,2019,42.66950657
AK,Anchorage,2015,38.53878547
AK,Anchorage,2016,38.41055815
AK,Anchorage,2017,38.19962084
AK,Anchorage,2018,38.06678347
AK,Anchorage,2019,38.15347222
AK,Bethel,2015,33.10498468
AK,Bethel,2016,33.16502053
AK,Bethel,2017,32.99060254
AK,Bethel,2018,33.24002415
AK,Bethel,2019,33.56358099
AK,Bristol Bay,2015,32.63274336
AK,Bristol Bay,2016,33.2594235
AK,Bristol Bay,2017,32.33601841
AK,Bristol Bay,2018,32.84090909
AK,Bristol Bay,2019,33.13397129
AK,Denali,2015,35.59234351
AK,Denali,2016,36.44768856
AK,Denali,2017,35.55662188
AK,Denali,2018,35.72834646
AK,Denali,2019,36.67143538
AK,Dillingham,2015,32.2574178
AK,Dillingham,2016,32.67605634
AK,Dillingham,2017,32.91497976
AK,Dillingham,2018,33.29993989
AK,Dillingham,2019,33.52318959
AK,Fairbanks North Star,2015,41.9968686
AK,Fairbanks North Star,2016,42.17801318
AK,Fairbanks North Star,2017,42.03762227
AK,Fairbanks North Star,2018,41.80692944
AK,Fairbanks North Star,2019,41.70925874
AK,Haines,2015,24.7217806
AK,Haines,2016,25.00987752
AK,Haines,2017,25.91125198
AK,Haines,2018,26.20578778
AK,Haines,2019,26.40316206
AK,Hoonah-Angoon,2015,23.87429644
AK,Hoonah-Angoon,2016,23.05516266
AK,Hoonah-Angoon,2017,23.51566152
AK,Hoonah-Angoon,2018,23.99071926
AK,Hoonah-Angoon,2019,23.78957169
AK,Juneau City and,2015,35.15253718
AK,Juneau City and,2016,35.11662347
AK,Juneau City and,2017,34.93364073
AK,Juneau City and,2018,34.95333521
AK,Juneau City and,2019,35.04409833
AK,Kenai Peninsula,2015,30.11510494
AK,Kenai Peninsula,2016,30.00957953
AK,Kenai Peninsula,2017,29.86611565
AK,Kenai Peninsula,2018,29.92093714
AK,Kenai Peninsula,2019,29.88860121
AK,Ketchikan Gateway,2015,32.01722376
AK,Ketchikan Gateway,2016,31.728314
AK,Ketchikan Gateway,2017,32.06592453
AK,Ketchikan Gateway,2018,32.51299076
AK,Ketchikan Gateway,2019,32.57319617
AK,Kodiak Island,2015,36.40589816
AK,Kodiak Island,2016,36.5967366
AK,Kodiak Island,2017,36.75991711
AK,Kodiak Island,2018,37.26037736
AK,Kodiak Island,2019,37.62117249
AK,Kusilvak,2015,32.04783988
AK,Kusilvak,2016,31.89096687
AK,Kusilvak,2017,32.26080622
AK,Kusilvak,2018,32.63246426
AK,Kusilvak,2019,32.12653356
AK,Lake and Peninsula,2015,34.35736677
AK,Lake and Peninsula,2016,34.5625
AK,Lake and Peninsula,2017,34.30521092
AK,Lake and Peninsula,2018,33.64661654
AK,Lake and Peninsula,2019,32.28643216
AK,Matanuska-Susitna,2015,33.64964081
AK,Matanuska-Susitna,2016,33.70950547
AK,Matanuska-Susitna,2017,33.55486106
AK,Matanuska-Susitna,2018,33.50417775
AK,Matanuska-Susitna,2019,33.45919846
AK,Nome,2015,33.55908218
AK,Nome,2016,33.52398154
AK,Nome,2017,33.91521197
AK,Nome,2018,34.2186412
AK,Nome,2019,34.16633347
AK,North Slope,2015,35.10420924
AK,North Slope,2016,35.0938725
AK,North Slope,2017,35.02807555
AK,North Slope,2018,34.84263959
AK,North Slope,2019,34.25549227
AK,Northwest Arctic,2015,34.251158
AK,Northwest Arctic,2016,33.59771161
AK,Northwest Arctic,2017,33.62411802
AK,Northwest Arctic,2018,33.58461139
AK,Northwest Arctic,2019,33.80133841
AK,Petersburg,2015,28.95788503
AK,Petersburg,2016,28.25153374
AK,Petersburg,2017,28.40073529
AK,Petersburg,2018,28.69913687
AK,Petersburg,2019,29.36313533
AK,Prince of Wales-Hyder,2015,28.16533497
AK,Prince of Wales-Hyder,2016,28.4859641
AK,Prince of Wales-Hyder,2017,28.55369336
AK,Prince of Wales-Hyder,2018,28.16037736
AK,Prince of Wales-Hyder,2019,28.17991295
AK,Sitka City and,2015,34.21052632
AK,Sitka City and,2016,34.15750916
AK,Sitka City and,2017,34.23214906
AK,Sitka City and,2018,34.05424363
AK,Sitka City and,2019,34.44012716
AK,Skagway,2015,42.00367647
AK,Skagway,2016,41.25441696
AK,Skagway,2017,40.27420737
AK,Skagway,2018,41.23182207
AK,Skagway,2019,41.16652578
AK,Southeast Fairbanks,2015,30.97475044
AK,Southeast Fairbanks,2016,31.41315444
AK,Southeast Fairbanks,2017,31.05049333
AK,Southeast Fairbanks,2018,31.20945654
AK,Southeast Fairbanks,2019,31.00246627
AK,Valdez-Cordova,2015,30.4431806
AK,Valdez-Cordova,2016,30.71719991
AK,Valdez-Cordova,2017,30.56399132
AK,Valdez-Cordova,2018,30.72808645
AK,Valdez-Cordova,2019,31.36274723
AK,Wrangell City and,2015,24.052181
AK,Wrangell City and,2016,23.99839744
AK,Wrangell City and,2017,23.80007933
AK,Wrangell City and,2018,23.56185973
AK,Wrangell City and,2019,24.10071942
AK,Yakutat City and,2015,30.23622047
AK,Yakutat City and,2016,30.06535948
AK,Yakutat City and,2017,30.3986711
AK,Yakutat City and,2018,31.04026846
AK,Yakutat City and,2019,31.0880829
AK,Yukon-Koyukuk,2015,29.82616651
AK,Yukon-Koyukuk,2016,30.11248387
AK,Yukon-Koyukuk,2017,30.33832501
AK,Yukon-Koyukuk,2018,30.56540399
AK,Yukon-Koyukuk,2019,30.47801147
AL,Autauga ,2015,32.27070575
AL,Autauga ,2016,32.12714733
AL,Autauga ,2017,31.89745441
AL,Autauga ,2018,31.70727315
AL,Autauga ,2019,31.81549697
AL,Baldwin ,2015,29.17822597
AL,Baldwin ,2016,28.8293409
AL,Baldwin ,2017,28.53788567
AL,Baldwin ,2018,28.32113103
AL,Baldwin ,2019,28.19015025
AL,Barbour ,2015,33.264848
AL,Barbour ,2016,32.69394714
AL,Barbour ,2017,32.01892118
AL,Barbour ,2018,31.71437761
AL,Barbour ,2019,31.99789354
AL,Bibb ,2015,34.81786759
AL,Bibb ,2016,34.4328345
AL,Bibb ,2017,34.23503326
AL,Bibb ,2018,33.96521661
AL,Bibb ,2019,33.98678217
AL,Blount ,2015,30.14115357
AL,Blount ,2016,29.82919957
AL,Blount ,2017,29.79908976
AL,Blount ,2018,29.66367208
AL,Blount ,2019,29.63027012
AL,Bullock ,2015,34.43269231
AL,Bullock ,2016,34.4017711
AL,Bullock ,2017,33.94261006
AL,Bullock ,2018,34.29329664
AL,Bullock ,2019,34.35303435
AL,Butler ,2015,29.59527825
AL,Butler ,2016,29.49230462
AL,Butler ,2017,29.34432824
AL,Butler ,2018,29.24965616
AL,Butler ,2019,29.2266557
AL,Calhoun ,2015,31.98520815
AL,Calhoun ,2016,31.67004427
AL,Calhoun ,2017,31.53168861
AL,Calhoun ,2018,31.53213039
AL,Calhoun ,2019,31.50741605
AL,Chambers ,2015,29.80056477
AL,Chambers ,2016,29.82664098
AL,Chambers ,2017,29.78906459
AL,Chambers ,2018,29.66369048
AL,Chambers ,2019,29.34083118
AL,Cherokee ,2015,26.725478
AL,Cherokee ,2016,26.408724
AL,Cherokee ,2017,26.11896919
AL,Cherokee ,2018,26.18974398
AL,Cherokee ,2019,25.97724843
AL,Chilton ,2015,31.4416476
AL,Chilton ,2016,31.04454475
AL,Chilton ,2017,30.83635539
AL,Chilton ,2018,30.7021715
AL,Chilton ,2019,30.53479788
AL,Choctaw ,2015,26.83848538
AL,Choctaw ,2016,26.56956688
AL,Choctaw ,2017,26.26692456
AL,Choctaw ,2018,26.33834645
AL,Choctaw ,2019,26.26102153
AL,Clarke ,2015,29.18454936
AL,Clarke ,2016,28.79622021
AL,Clarke ,2017,28.6290155
AL,Clarke ,2018,28.61443264
AL,Clarke ,2019,28.6808907
AL,Clay ,2015,28.49049571
AL,Clay ,2016,28.31329799
AL,Clay ,2017,28.082397
AL,Clay ,2018,27.97502633
AL,Clay ,2019,28.03173404
AL,Cleburne ,2015,29.15381521
AL,Cleburne ,2016,28.61664871
AL,Cleburne ,2017,28.35089603
AL,Cleburne ,2018,28.2278481
AL,Cleburne ,2019,27.95439302
AL,Coffee ,2015,31.97417734
AL,Coffee ,2016,31.49486348
AL,Coffee ,2017,31.42151852
AL,Coffee ,2018,31.25120308
AL,Coffee ,2019,31.19674449
AL,Colbert ,2015,29.7278424
AL,Colbert ,2016,29.5887847
AL,Colbert ,2017,29.81076881
AL,Colbert ,2018,29.92691441
AL,Colbert ,2019,30.12436415
AL,Conecuh ,2015,27.07840353
AL,Conecuh ,2016,27.112
AL,Conecuh ,2017,27.23835572
AL,Conecuh ,2018,27.02570778
AL,Conecuh ,2019,26.6926328
AL,Coosa ,2015,26.92518749
AL,Coosa ,2016,26.56437748
AL,Coosa ,2017,26.52928012
AL,Coosa ,2018,25.86676689
AL,Coosa ,2019,25.43374285
AL,Covington ,2015,28.33635105
AL,Covington ,2016,28.17666256
AL,Covington ,2017,27.83443959
AL,Covington ,2018,27.64592861
AL,Covington ,2019,27.6984534
AL,Crenshaw ,2015,29.35740072
AL,Crenshaw ,2016,28.82293763
AL,Crenshaw ,2017,28.72708905
AL,Crenshaw ,2018,28.71609403
AL,Crenshaw ,2019,28.52163811
AL,Cullman ,2015,30.70779467
AL,Cullman ,2016,30.43177683
AL,Cullman ,2017,30.38966054
AL,Cullman ,2018,30.41070273
AL,Cullman ,2019,30.34810429
AL,Dale ,2015,33.44677403
AL,Dale ,2016,32.99096471
AL,Dale ,2017,32.93340359
AL,Dale ,2018,32.85513705
AL,Dale ,2019,32.71170585
AL,Dallas ,2015,29.40687903
AL,Dallas ,2016,29.36626747
AL,Dallas ,2017,29.05092003
AL,Dallas ,2018,28.88703191
AL,Dallas ,2019,28.57834176
AL,DeKalb ,2015,30.85092914
AL,DeKalb ,2016,30.48914266
AL,DeKalb ,2017,30.05725324
AL,DeKalb ,2018,29.81080286
AL,DeKalb ,2019,29.84632165
AL,Elmore ,2015,34.23310911
AL,Elmore ,2016,33.94290922
AL,Elmore ,2017,33.55358503
AL,Elmore ,2018,33.04366074
AL,Elmore ,2019,32.95940105
AL,Escambia ,2015,32.80316508
AL,Escambia ,2016,32.45096731
AL,Escambia ,2017,31.78168843
AL,Escambia ,2018,31.37662907
AL,Escambia ,2019,31.38154123
AL,Etowah ,2015,30.57923455
AL,Etowah ,2016,30.3388265
AL,Etowah ,2017,30.21542225
AL,Etowah ,2018,30.08644297
AL,Etowah ,2019,29.99863105
AL,Fayette ,2015,28.37805462
AL,Fayette ,2016,27.92972288
AL,Fayette ,2017,27.99101178
AL,Fayette ,2018,28.22742475
AL,Fayette ,2019,28.11924917
AL,Franklin ,2015,31.95621133
AL,Franklin ,2016,31.5048559
AL,Franklin ,2017,30.85092892
AL,Franklin ,2018,30.36615758
AL,Franklin ,2019,30.12881832
AL,Geneva ,2015,28.34666366
AL,Geneva ,2016,28.12712312
AL,Geneva ,2017,27.86431685
AL,Geneva ,2018,27.83395423
AL,Geneva ,2019,27.64645427
AL,Greene ,2015,27.06864128
AL,Greene ,2016,27.32846027
AL,Greene ,2017,27.28038508
AL,Greene ,2018,27.20185163
AL,Greene ,2019,27.35790901
AL,Hale ,2015,28.68464868
AL,Hale ,2016,28.90477475
AL,Hale ,2017,28.89669617
AL,Hale ,2018,29.12739847
AL,Hale ,2019,29.11746638
AL,Henry ,2015,28.27904801
AL,Henry ,2016,28.06935333
AL,Henry ,2017,27.67163307
AL,Henry ,2018,27.54905957
AL,Henry ,2019,27.3525138
AL,Houston ,2015,31.45405716
AL,Houston ,2016,31.19422748
AL,Houston ,2017,31.03048535
AL,Houston ,2018,30.86188795
AL,Houston ,2019,30.87210291
AL,Jackson ,2015,29.28249832
AL,Jackson ,2016,29.10479341
AL,Jackson ,2017,28.80103419
AL,Jackson ,2018,28.58139129
AL,Jackson ,2019,28.56893813
AL,Jefferson ,2015,33.68980476
AL,Jefferson ,2016,33.52954449
AL,Jefferson ,2017,33.47670327
AL,Jefferson ,2018,33.5111134
AL,Jefferson ,2019,33.5530002
AL,Lamar ,2015,27.32103109
AL,Lamar ,2016,27.30470994
AL,Lamar ,2017,27.13585939
AL,Lamar ,2018,27.17187725
AL,Lamar ,2019,27.16407099
AL,Lauderdale ,2015,31.24195589
AL,Lauderdale ,2016,31.1117122
AL,Lauderdale ,2017,31.01745819
AL,Lauderdale ,2018,31.04617511
AL,Lauderdale ,2019,31.00324602
AL,Lawrence ,2015,29.63030029
AL,Lawrence ,2016,29.35865411
AL,Lawrence ,2017,29.03850225
AL,Lawrence ,2018,28.66336784
AL,Lawrence ,2019,28.46859434
AL,Lee ,2015,40.94193203
AL,Lee ,2016,40.50248794
AL,Lee ,2017,40.17034192
AL,Lee ,2018,39.56347461
AL,Lee ,2019,39.16082216
AL,Limestone ,2015,32.54300224
AL,Limestone ,2016,32.14966558
AL,Limestone ,2017,31.90056305
AL,Limestone ,2018,32.00973206
AL,Limestone ,2019,32.15791336
AL,Lowndes ,2015,29.47826087
AL,Lowndes ,2016,29.07884465
AL,Lowndes ,2017,28.87986531
AL,Lowndes ,2018,28.84499699
AL,Lowndes ,2019,28.33641785
AL,Macon ,2015,32.88764511
AL,Macon ,2016,32.67576076
AL,Macon ,2017,32.54403235
AL,Macon ,2018,32.14890017
AL,Macon ,2019,31.75780385
AL,Madison ,2015,32.90950968
AL,Madison ,2016,32.75904118
AL,Madison ,2017,32.73229361
AL,Madison ,2018,32.88792493
AL,Madison ,2019,33.12899394
AL,Marengo ,2015,29.24213296
AL,Marengo ,2016,28.89628681
AL,Marengo ,2017,28.88739946
AL,Marengo ,2018,28.93052057
AL,Marengo ,2019,29.00387001
AL,Marion ,2015,28.49696205
AL,Marion ,2016,28.00734312
AL,Marion ,2017,27.775913
AL,Marion ,2018,27.86554622
AL,Marion ,2019,27.90063617
AL,Marshall ,2015,30.57567268
AL,Marshall ,2016,30.21038134
AL,Marshall ,2017,29.88427573
AL,Marshall ,2018,29.77435791
AL,Marshall ,2019,29.62985926
AL,Mobile ,2015,32.66716852
AL,Mobile ,2016,32.55298895
AL,Mobile ,2017,32.46796846
AL,Mobile ,2018,32.42242237
AL,Mobile ,2019,32.40458847
AL,Monroe ,2015,28.01491919
AL,Monroe ,2016,28.09541489
AL,Monroe ,2017,27.78769375
AL,Monroe ,2018,27.59946824
AL,Monroe ,2019,27.56475184
AL,Montgomery ,2015,34.88267724
AL,Montgomery ,2016,34.55429854
AL,Montgomery ,2017,34.33040723
AL,Montgomery ,2018,34.03207007
AL,Montgomery ,2019,33.86213717
AL,Morgan ,2015,30.91558567
AL,Morgan ,2016,30.43796111
AL,Morgan ,2017,30.24521099
AL,Morgan ,2018,30.06216287
AL,Morgan ,2019,30.00526408
AL,Perry ,2015,29.67842324
AL,Perry ,2016,29.92026857
AL,Perry ,2017,29.84304451
AL,Perry ,2018,29.45975744
AL,Perry ,2019,29.27266614
AL,Pickens ,2015,31.94070081
AL,Pickens ,2016,31.18327183
AL,Pickens ,2017,31.14729756
AL,Pickens ,2018,31.001001
AL,Pickens ,2019,31.26442549
AL,Pike ,2015,39.33006926
AL,Pike ,2016,39.29595984
AL,Pike ,2017,38.90971244
AL,Pike ,2018,38.86649419
AL,Pike ,2019,38.77212055
AL,Randolph ,2015,27.75515624
AL,Randolph ,2016,27.4395663
AL,Randolph ,2017,27.37691189
AL,Randolph ,2018,27.23192678
AL,Randolph ,2019,27.14109673
AL,Russell ,2015,35.00951669
AL,Russell ,2016,34.34905904
AL,Russell ,2017,33.6772835
AL,Russell ,2018,33.69444829
AL,Russell ,2019,33.39314367
AL,Shelby ,2015,32.68153083
AL,Shelby ,2016,32.09643983
AL,Shelby ,2017,31.78816007
AL,Shelby ,2018,31.59015321
AL,Shelby ,2019,31.43746957
AL,St. Clair ,2015,32.16439812
AL,St. Clair ,2016,31.64158248
AL,St. Clair ,2017,31.31724405
AL,St. Clair ,2018,31.20784172
AL,St. Clair ,2019,31.23715256
AL,Sumter ,2015,33.48477965
AL,Sumter ,2016,33.1379656
AL,Sumter ,2017,33.28104165
AL,Sumter ,2018,33.3544404
AL,Sumter ,2019,33.55596685
AL,Talladega ,2015,31.50576866
AL,Talladega ,2016,30.98991956
AL,Talladega ,2017,30.77911707
AL,Talladega ,2018,30.71490073
AL,Talladega ,2019,30.75720823
AL,Tallapoosa ,2015,27.84139884
AL,Tallapoosa ,2016,27.57108362
AL,Tallapoosa ,2017,27.29914067
AL,Tallapoosa ,2018,27.19871716
AL,Tallapoosa ,2019,26.99977705
AL,Tuscaloosa ,2015,39.22116357
AL,Tuscaloosa ,2016,38.85519994
AL,Tuscaloosa ,2017,38.49136395
AL,Tuscaloosa ,2018,38.23895084
AL,Tuscaloosa ,2019,37.96613408
AL,Walker ,2015,29.46974481
AL,Walker ,2016,29.0967412
AL,Walker ,2017,28.99600908
AL,Walker ,2018,28.98270744
AL,Walker ,2019,28.98254121
AL,Washington ,2015,28.6121673
AL,Washington ,2016,28.36772757
AL,Washington ,2017,28.21087035
AL,Washington ,2018,28.06365077
AL,Washington ,2019,27.94928335
AL,Wilcox ,2015,28.010279
AL,Wilcox ,2016,28.32902988
AL,Wilcox ,2017,28.50996165
AL,Wilcox ,2018,28.29512218
AL,Wilcox ,2019,28.27533018
AL,Winston ,2015,27.5302967
AL,Winston ,2016,27.12594638
AL,Winston ,2017,26.94444444
AL,Winston ,2018,26.92356392
AL,Winston ,2019,26.94570231
AR,Arkansas ,2015,29.36170213
AR,Arkansas ,2016,28.9302633
AR,Arkansas ,2017,28.73769024
AR,Arkansas ,2018,28.76001354
AR,Arkansas ,2019,28.42845705
AR,Ashley ,2015,28.51521259
AR,Ashley ,2016,27.92498782
AR,Ashley ,2017,27.70419969
AR,Ashley ,2018,27.73835699
AR,Ashley ,2019,27.68479422
AR,Baxter ,2015,22.54849531
AR,Baxter ,2016,22.46723882
AR,Baxter ,2017,22.49685291
AR,Baxter ,2018,22.83538343
AR,Baxter ,2019,23.05399218
AR,Benton ,2015,34.55688002
AR,Benton ,2016,34.61066617
AR,Benton ,2017,34.71988296
AR,Benton ,2018,34.77224479
AR,Benton ,2019,35.03892298
AR,Boone ,2015,28.83159568
AR,Boone ,2016,28.69373843
AR,Boone ,2017,28.60994688
AR,Boone ,2018,28.42851411
AR,Boone ,2019,28.28863005
AR,Bradley ,2015,29.48449859
AR,Bradley ,2016,29.44611735
AR,Bradley ,2017,29.10385647
AR,Bradley ,2018,29.1013102
AR,Bradley ,2019,28.75592307
AR,Calhoun ,2015,28.13461538
AR,Calhoun ,2016,27.64923197
AR,Calhoun ,2017,28.26379542
AR,Calhoun ,2018,28.19973216
AR,Calhoun ,2019,28.0978994
AR,Carroll ,2015,26.23311115
AR,Carroll ,2016,26.19734564
AR,Carroll ,2017,26.14749686
AR,Carroll ,2018,26.26614941
AR,Carroll ,2019,26.27202255
AR,Chicot ,2015,28.0674567
AR,Chicot ,2016,28.34204973
AR,Chicot ,2017,27.69794308
AR,Chicot ,2018,27.69584371
AR,Chicot ,2019,27.30776833
AR,Clark ,2015,35.57944299
AR,Clark ,2016,35.53667817
AR,Clark ,2017,35.19653805
AR,Clark ,2018,35.2709183
AR,Clark ,2019,35.17921147
AR,Clay ,2015,27.49572537
AR,Clay ,2016,27.93492696
AR,Clay ,2017,27.93810965
AR,Clay ,2018,28.07017544
AR,Clay ,2019,28.01869287
AR,Cleburne ,2015,24.87083415
AR,Cleburne ,2016,24.67723354
AR,Cleburne ,2017,24.57400535
AR,Cleburne ,2018,24.74993999
AR,Cleburne ,2019,24.63180705
AR,Cleveland ,2015,28.15065186
AR,Cleveland ,2016,27.76228017
AR,Cleveland ,2017,27.84856653
AR,Cleveland ,2018,27.30456535
AR,Cleveland ,2019,26.98592257
AR,Columbia ,2015,32.32842629
AR,Columbia ,2016,32.3441272
AR,Columbia ,2017,32.31061405
AR,Columbia ,2018,32.40481642
AR,Columbia ,2019,32.43807819
AR,Conway ,2015,28.8928162
AR,Conway ,2016,28.73431063
AR,Conway ,2017,28.68332532
AR,Conway ,2018,28.48979592
AR,Conway ,2019,28.08692315
AR,Craighead ,2015,35.9334463
AR,Craighead ,2016,35.72386059
AR,Craighead ,2017,35.59446953
AR,Craighead ,2018,35.51224085
AR,Craighead ,2019,35.46115361
AR,Crawford ,2015,30.43745154
AR,Crawford ,2016,30.19770972
AR,Crawford ,2017,30.20955894
AR,Crawford ,2018,30.25765632
AR,Crawford ,2019,30.1342144
AR,Crittenden ,2015,31.88559538
AR,Crittenden ,2016,31.83588204
AR,Crittenden ,2017,31.56663109
AR,Crittenden ,2018,31.46206811
AR,Crittenden ,2019,31.49202377
AR,Cross ,2015,29.86380759
AR,Cross ,2016,29.4743025
AR,Cross ,2017,29.44854693
AR,Cross ,2018,29.41671678
AR,Cross ,2019,29.42322919
AR,Dallas ,2015,27.01195219
AR,Dallas ,2016,26.73334234
AR,Dallas ,2017,26.97413439
AR,Dallas ,2018,26.17449664
AR,Dallas ,2019,26.22342702
AR,Desha ,2015,27.57502702
AR,Desha ,2016,27.66064679
AR,Desha ,2017,27.34394959
AR,Desha ,2018,27.30511862
AR,Desha ,2019,27.41836106
AR,Drew ,2015,32.64922366
AR,Drew ,2016,32.56077184
AR,Drew ,2017,32.58029396
AR,Drew ,2018,32.90593627
AR,Drew ,2019,32.83934354
AR,Faulkner ,2015,39.02392755
AR,Faulkner ,2016,38.81724302
AR,Faulkner ,2017,38.6448636
AR,Faulkner ,2018,38.54624495
AR,Faulkner ,2019,38.31612529
AR,Franklin ,2015,29.12276748
AR,Franklin ,2016,28.94364203
AR,Franklin ,2017,29.09203212
AR,Franklin ,2018,28.68160324
AR,Franklin ,2019,28.63674852
AR,Fulton ,2015,23.183391
AR,Fulton ,2016,23.35730226
AR,Fulton ,2017,23.16379524
AR,Fulton ,2018,23.49691258
AR,Fulton ,2019,23.80379899
AR,Garland ,2015,27.76187458
AR,Garland ,2016,27.62153802
AR,Garland ,2017,27.50821239
AR,Garland ,2018,27.47004022
AR,Garland ,2019,27.47167609
AR,Grant ,2015,30.15652753
AR,Grant ,2016,30.13728964
AR,Grant ,2017,30.06683975
AR,Grant ,2018,30.07150715
AR,Grant ,2019,30.24363537
AR,Greene ,2015,32.25282167
AR,Greene ,2016,32.06125643
AR,Greene ,2017,32.1961194
AR,Greene ,2018,32.02540859
AR,Greene ,2019,31.88527303
AR,Hempstead ,2015,28.3405026
AR,Hempstead ,2016,28.22712418
AR,Hempstead ,2017,28.09471567
AR,Hempstead ,2018,28.16693567
AR,Hempstead ,2019,27.93981051
AR,Hot Spring ,2015,31.25951578
AR,Hot Spring ,2016,31.08140439
AR,Hot Spring ,2017,31.04802714
AR,Hot Spring ,2018,31.17723925
AR,Hot Spring ,2019,31.03846496
AR,Howard ,2015,28.65926815
AR,Howard ,2016,28.56928839
AR,Howard ,2017,28.5895997
AR,Howard ,2018,28.59720343
AR,Howard ,2019,28.63202545
AR,Independence ,2015,30.36857027
AR,Independence ,2016,30.11288628
AR,Independence ,2017,30.17036185
AR,Independence ,2018,29.99629316
AR,Independence ,2019,29.71844019
AR,Izard ,2015,25.96574479
AR,Izard ,2016,25.9415777
AR,Izard ,2017,26.32079614
AR,Izard ,2018,26.20379915
AR,Izard ,2019,26.51698584
AR,Jackson ,2015,33.53296862
AR,Jackson ,2016,33.53778498
AR,Jackson ,2017,33.53705118
AR,Jackson ,2018,33.60592133
AR,Jackson ,2019,33.87164304
AR,Jefferson ,2015,31.81211042
AR,Jefferson ,2016,31.64884173
AR,Jefferson ,2017,31.59247812
AR,Jefferson ,2018,31.59974731
AR,Jefferson ,2019,31.55453131
AR,Johnson ,2015,31.01096037
AR,Johnson ,2016,30.80721093
AR,Johnson ,2017,30.63141548
AR,Johnson ,2018,30.65006189
AR,Johnson ,2019,30.54782151
AR,Lafayette ,2015,26.21968616
AR,Lafayette ,2016,25.85656214
AR,Lafayette ,2017,26.57054583
AR,Lafayette ,2018,26.4710286
AR,Lafayette ,2019,26.37379227
AR,Lawrence ,2015,29.15668424
AR,Lawrence ,2016,29.28060581
AR,Lawrence ,2017,29.59386881
AR,Lawrence ,2018,29.32692308
AR,Lawrence ,2019,29.33682799
AR,Lee ,2015,34.76013234
AR,Lee ,2016,34.57213238
AR,Lee ,2017,34.01994083
AR,Lee ,2018,33.79010695
AR,Lee ,2019,33.57796093
AR,Lincoln ,2015,39.62209722
AR,Lincoln ,2016,39.64889277
AR,Lincoln ,2017,39.28014842
AR,Lincoln ,2018,39.18385922
AR,Lincoln ,2019,39.60380835
AR,Little River ,2015,28.2535075
AR,Little River ,2016,28.07512494
AR,Little River ,2017,27.98027964
AR,Little River ,2018,28.1532081
AR,Little River ,2019,28.19969002
AR,Logan ,2015,28.01785632
AR,Logan ,2016,28.03699613
AR,Logan ,2017,27.96356778
AR,Logan ,2018,27.90568911
AR,Logan ,2019,27.93720302
AR,Lonoke ,2015,33.94946678
AR,Lonoke ,2016,33.81335042
AR,Lonoke ,2017,33.67775976
AR,Lonoke ,2018,33.63082667
AR,Lonoke ,2019,33.45291847
AR,Madison ,2015,27.78732888
AR,Madison ,2016,27.97293942
AR,Madison ,2017,28.27167311
AR,Madison ,2018,28.1139225
AR,Madison ,2019,28.29391892
AR,Marion ,2015,21.96731422
AR,Marion ,2016,22.03224231
AR,Marion ,2017,21.93681904
AR,Marion ,2018,21.92619262
AR,Marion ,2019,21.88810351
AR,Miller ,2015,32.07206796
AR,Miller ,2016,31.78230732
AR,Miller ,2017,31.74958844
AR,Miller ,2018,31.68442415
AR,Miller ,2019,31.6388099
AR,Mississippi ,2015,31.64719065
AR,Mississippi ,2016,31.47552448
AR,Mississippi ,2017,31.4162234
AR,Mississippi ,2018,31.4627995
AR,Mississippi ,2019,31.43096111
AR,Monroe ,2015,25.91250671
AR,Monroe ,2016,25.75988897
AR,Monroe ,2017,25.31013831
AR,Monroe ,2018,25.26162791
AR,Monroe ,2019,25.13057753
AR,Montgomery ,2015,22.64318157
AR,Montgomery ,2016,22.14637422
AR,Montgomery ,2017,21.95725534
AR,Montgomery ,2018,22.44668911
AR,Montgomery ,2019,22.66859559
AR,Nevada ,2015,27.59755524
AR,Nevada ,2016,27.33349248
AR,Nevada ,2017,26.94668432
AR,Nevada ,2018,26.649013
AR,Nevada ,2019,26.67232186
AR,Newton ,2015,24.66224828
AR,Newton ,2016,24.22273191
AR,Newton ,2017,24.42738324
AR,Newton ,2018,24.52564103
AR,Newton ,2019,24.2357797
AR,Ouachita ,2015,27.72248725
AR,Ouachita ,2016,27.31020697
AR,Ouachita ,2017,27.04370828
AR,Ouachita ,2018,27.07027942
AR,Ouachita ,2019,27.13625866
AR,Perry ,2015,27.64140875
AR,Perry ,2016,27.69784173
AR,Perry ,2017,27.56620916
AR,Perry ,2018,27.15799615
AR,Perry ,2019,27.27881396
AR,Phillips ,2015,28.01084621
AR,Phillips ,2016,27.73228346
AR,Phillips ,2017,27.67890747
AR,Phillips ,2018,27.15741664
AR,Phillips ,2019,27.23540659
AR,Pike ,2015,28.96558088
AR,Pike ,2016,28.81027157
AR,Pike ,2017,28.52352119
AR,Pike ,2018,27.807988
AR,Pike ,2019,27.81302482
AR,Poinsett ,2015,30.13915507
AR,Poinsett ,2016,29.95328272
AR,Poinsett ,2017,29.94059241
AR,Poinsett ,2018,29.66154876
AR,Poinsett ,2019,29.35651139
AR,Polk ,2015,25.82945429
AR,Polk ,2016,25.69868454
